1.1348,0.43736,1.5914,0.87697,1.388,0.37952,1.4146,0.3467,0.83638,0.38291,1.5152,0.96994,0,0.58111,1.6415,0.38459,0.36676,0.3441,0.63048,0.68262,1.3638,0.56065,0.81396,0.35818,1.7419,0.97361,1.9113,0.39841,1.7934,0.48234,0.44848
0.60096,0.42999,0.62695,0.76257,0.55975,0.50197,0.44188,0.53121,0.33204,0.38983,0.6467,0.96305,0.58111,0,0.46953,1.0225,0.31119,0.29067,0.32352,0.32308,0.58317,0.41778,0.34147,0.30126,0.57677,1.1126,0.49381,0.99484,0.51003,1.1738,0.29825
0.72002,0.47088,1.0338,0.79869,1.168,0.32942,1.9754,0.35833,1.3835,0.47762,0.9255,0.80745,1.6415,0.46953,0,0.35197,0.32082,0.3576,0.81578,0.99538,1.0691,0.51569,1.0345,0.40151,1.1805,0.75552,2.0198,0.36035,2.0696,0.39403,0.5428
0.42228,0.28117,0.38578,0.37501,0.34528,0.40543,0.32284,0.91069,0.36501,0.72215,0.42617,0.47413,0.38459,1.0225,0.35197,0,0.30077,0.29458,0.33907,0.39249,0.34756,0.29783,0.28751,0.38997,0.37402,0.5164,0.33413,1.2559,0.41214,1.1775,0.4224
0.47237,0.29387,0.40374,0.27585,0.34224,0.24739,0.29119,0.31898,0.27981,0.2928,0.41814,0.30943,0.36676,0.31119,0.32082,0.30077,0,0.33029,0.29109,0.28549,0.36744,0.29875,0.26768,0.29456,0.40768,0.30763,0.33464,0.27914,0.37148,0.31276,0.28509
0.29177,0.27975,0.30186,0.3094,0.33843,0.30019,0.37612,0.37955,0.35634,0.34727,0.3314,0.33224,0.3441,0.29067,0.3576,0.29458,0.33029,0,0.50574,0.35227,0.32229,0.32894,0.45409,0.58664,0.32766,0.30889,0.35052,0.30121,0.37479,0.29135,0.45895
0.38623,0.4137,0.48202,0.54021,0.59201,0.25716,1.0378,0.483,1.1045,0.57374,0.48049,0.50784,0.63048,0.32352,0.81578,0.33907,0.29109,0.50574,0,1.0111,0.54041,0.348,1.1973,0.68443,0.52578,0.45295,0.76274,0.31679,0.72244,0.32237,0.9132
0.41002,0.40688,0.51514,0.47556,0.56483,0.25567,0.99636,0.41172,1.9306,0.85471,0.49572,0.45766,0.68262,0.32308,0.99538,0.39249,0.28549,0.35227,1.0111,0,0.55015,0.34739,0.87045,0.49731,0.56954,0.40239,0.83698,0.33577,0.87328,0.33797,0.84604
1.139,0.40061,1.5455,0.82239,1.7325,0.34231,1.1617,0.31052,0.66424,0.32501,1.2821,0.90379,1.3638,0.58317,1.0691,0.34756,0.36744,0.32229,0.54041,0.55015,0,0.52908,0.81033,0.31394,1.7321,0.90337,1.4219,0.37483,1.0453,0.43233,0.39441
0.4259,0.33206,0.5139,0.61311,0.48767,0.35133,0.48178,0.27576,0.38262,0.26483,0.5037,0.54612,0.56065,0.41778,0.51569,0.29783,0.29875,0.32894,0.348,0.34739,0.52908,0,0.36771,0.2712,0.51291,0.62687,0.54386,0.36092,0.55838,0.35141,0.27162
0.52046,0.36877,0.64258,0.58568,0.90266,0.24492,1.4963,0.33727,1.0609,0.46044,0.60445,0.57159,0.81396,0.34147,1.0345,0.28751,0.26768,0.45409,1.1973,0.87045,0.81033,0.36771,0,0.50118,0.77185,0.51723,1.0942,0.27683,0.85208,0.31014,0.67156
0.29378,0.27809,0.30608,0.28135,0.35244,0.24372,0.43448,0.71179,0.4772,0.56048,0.33257,0.31621,0.35818,0.30126,0.40151,0.38997,0.29456,0.58664,0.68443,0.49731,0.31394,0.2712,0.50118,0,0.32577,0.29525,0.36043,0.36172,0.41383,0.30736,0.8002
1.479,0.39164,1.8369,0.75339,1.5896,0.35371,1.1409,0.33306,0.69323,0.34038,1.6714,0.85439,1.7419,0.57677,1.1805,0.37402,0.40768,0.32766,0.52578,0.56954,1.7321,0.51291,0.77185,0.32577,0,0.87529,1.5139,0.38281,1.2575,0.4578,0.39673
0.71032,0.57428,1.0172,1.4388,0.90893,0.50311,0.75822,0.36375,0.48571,0.30421,0.9238,1.6665,0.97361,1.1126,0.75552,0.5164,0.30763,0.30889,0.45295,0.40239,0.90337,0.62687,0.51723,0.29525,0.87529,0,0.857,0.6221,0.80245,0.70572,0.32742
0.8672,0.45236,1.3324,0.87509,1.463,0.33229,2.1693,0.3196,1.0868,0.40129,1.1231,0.88314,1.9113,0.49381,2.0198,0.33413,0.33464,0.35052,0.76274,0.83698,1.4219,0.54386,1.0942,0.36043,1.5139,0.857,0,0.33573,1.6423,0.39422,0.48356
0.4253,0.29039,0.41432,0.43305,0.36579,0.46896,0.33426,0.81157,0.32269,0.51194,0.42924,0.51253,0.39841,0.99484,0.36035,1.2559,0.27914,0.30121,0.31679,0.33577,0.37483,0.36092,0.27683,0.36172,0.38281,0.6221,0.33573,0,0.39726,0.87587,0.37045
0.79631,0.4804,1.1181,0.7779,1.1098,0.37003,1.4157,0.3802,1.1208,0.4703,1.0655,0.84487,1.7934,0.51003,2.0696,0.41214,0.37148,0.37479,0.72244,0.87328,1.0453,0.55838,0.85208,0.41383,1.2575,0.80245,1.6423,0.39726,0,0.44262,0.51448
0.53385,0.33686,0.48848,0.4834,0.43406,0.4014,0.36919,0.4988,0.33789,0.49251,0.54362,0.64658,0.48234,1.1738,0.39403,1.1775,0.31276,0.29135,0.32237,0.33797,0.43233,0.35141,0.31014,0.30736,0.4578,0.70572,0.39422,0.87587,0.44262,0,0.34706
0.31901,0.32516,0.36302,0.33559,0.43291,0.23659,0.61386,0.60953,0.77977,0.92059,0.37956,0.35186,0.44848,0.29825,0.5428,0.4224,0.28509,0.45895,0.9132,0.84604,0.39441,0.27162,0.67156,0.8002,0.39673,0.32742,0.48356,0.37045,0.51448,0.34706,0
