0,0.36106,1.4132,0.55651,1.1202,0.3326,0.68927,0.37133,0.44991,0.30508,1.4219,0.67549,1.1348,0.60096,0.72002,0.42228,0.47237,0.29177,0.38623,0.41002,1.139,0.4259,0.52046,0.29378,1.479,0.71032,0.8672,0.4253,0.79631,0.53385,0.31901
0.36106,0,0.40161,0.65105,0.41066,0.28189,0.46218,0.25133,0.42312,0.27235,0.38621,0.604,0.43736,0.42999,0.47088,0.28117,0.29387,0.27975,0.4137,0.40688,0.40061,0.33206,0.36877,0.27809,0.39164,0.57428,0.45236,0.29039,0.4804,0.33686,0.32516
1.4132,0.40161,0,0.77856,1.4664,0.3632,0.99095,0.32911,0.61289,0.31866,1.7183,0.92245,1.5914,0.62695,1.0338,0.38578,0.40374,0.30186,0.48202,0.51514,1.5455,0.5139,0.64258,0.30608,1.8369,1.0172,1.3324,0.41432,1.1181,0.48848,0.36302
0.55651,0.65105,0.77856,0,0.81655,0.418,0.86369,0.29478,0.56178,0.28547,0.70737,1.4164,0.87697,0.76257,0.79869,0.37501,0.27585,0.3094,0.54021,0.47556,0.82239,0.61311,0.58568,0.28135,0.75339,1.4388,0.87509,0.43305,0.7779,0.4834,0.33559
1.1202,0.41066,1.4664,0.81655,0,0.32727,1.2636,0.29716,0.70286,0.33573,1.2017,0.88896,1.388,0.55975,1.168,0.34528,0.34224,0.33843,0.59201,0.56483,1.7325,0.48767,0.90266,0.35244,1.5896,0.90893,1.463,0.36579,1.1098,0.43406,0.43291
0.3326,0.28189,0.3632,0.418,0.32727,0,0.30351,0.33419,0.26399,0.26604,0.37641,0.43915,0.37952,0.50197,0.32942,0.40543,0.24739,0.30019,0.25716,0.25567,0.34231,0.35133,0.24492,0.24372,0.35371,0.50311,0.33229,0.46896,0.37003,0.4014,0.23659
0.68927,0.46218,0.99095,0.86369,1.2636,0.30351,0,0.32114,1.3175,0.4616,0.87418,0.81655,1.4146,0.44188,1.9754,0.32284,0.29119,0.37612,1.0378,0.99636,1.1617,0.48178,1.4963,0.43448,1.1409,0.75822,2.1693,0.33426,1.4157,0.36919,0.61386
0.37133,0.25133,0.32911,0.29478,0.29716,0.33419,0.32114,0,0.39183,0.72763,0.35743,0.34402,0.3467,0.53121,0.35833,0.91069,0.31898,0.37955,0.483,0.41172,0.31052,0.27576,0.33727,0.71179,0.33306,0.36375,0.3196,0.81157,0.3802,0.4988,0.60953
0.44991,0.42312,0.61289,0.56178,0.70286,0.26399,1.3175,0.39183,0,0.72156,0.56634,0.5395,0.83638,0.33204,1.3835,0.36501,0.27981,0.35634,1.1045,1.9306,0.66424,0.38262,1.0609,0.4772,0.69323,0.48571,1.0868,0.32269,1.1208,0.33789,0.77977
0.30508,0.27235,0.31866,0.28547,0.33573,0.26604,0.4616,0.72763,0.72156,0,0.33885,0.32353,0.38291,0.38983,0.47762,0.72215,0.2928,0.34727,0.57374,0.85471,0.32501,0.26483,0.46044,0.56048,0.34038,0.30421,0.40129,0.51194,0.4703,0.49251,0.92059
1.4219,0.38621,1.7183,0.70737,1.2017,0.37641,0.87418,0.35743,0.56634,0.33885,0,0.87656,1.5152,0.6467,0.9255,0.42617,0.41814,0.3314,0.48049,0.49572,1.2821,0.5037,0.60445,0.33257,1.6714,0.9238,1.1231,0.42924,1.0655,0.54362,0.37956
0.67549,0.604,0.92245,1.4164,0.88896,0.43915,0.81655,0.34402,0.5395,0.32353,0.87656,0,0.96994,0.96305,0.80745,0.47413,0.30943,0.33224,0.50784,0.45766,0.90379,0.54612,0.57159,0.31621,0.85439,1.6665,0.88314,0.51253,0.84487,0.64658,0.35186
