0,0.27306,0.096742,0.49762,0.31439,0.15325,0.3545,0.34631,0.27065,0.22497,0.19502,0.16363,0.12766,0.083837,0.084714,0.18851,0.1803,0.14956,0.13681,0.12324,0.10507,0.085008,0.13976,0.16323,0.13708,0.12214,0.11389,0.10633,0.096674,0.082522,0.072964,0.13786,0.11865,0.11663,0.10799,0.10409,0.095962,0.091665,0.088495,0.085328,0.11794,0.11004,0.10542,0.10179,0.097635,0.09531,0.091614,0.090946,0.087118,0.10684,0.10058,0.096757,0.092477,0.086103,0.09939,0.089599
0.27306,0,0.34919,0.18388,0.25485,0.31373,0.1069,0.11698,0.10975,0.11883,0.12785,0.13746,0.16476,0.24128,0.21272,0.086872,0.088647,0.08573,0.087417,0.090155,0.099708,0.13083,0.075018,0.079746,0.079593,0.080643,0.078001,0.076002,0.078389,0.079929,0.073584,0.078838,0.076645,0.079628,0.076188,0.079979,0.078111,0.078545,0.074812,0.076187,0.080083,0.078188,0.079776,0.079389,0.077738,0.077252,0.07433,0.075451,0.077013,0.080904,0.082488,0.08214,0.076197,0.075611,0.08296,0.079618
0.096742,0.34919,0,0.082738,0.10853,0.22399,0.095542,0.087289,0.084325,0.077832,0.079785,0.084828,0.11247,0.35607,0.58361,0.092568,0.098788,0.090145,0.089847,0.080692,0.080991,0.12894,0.1006,0.11022,0.10539,0.10411,0.096029,0.091878,0.082844,0.074189,0.077368,0.12408,0.1134,0.12003,0.11844,0.11321,0.1024,0.098568,0.08949,0.083567,0.12726,0.1234,0.12118,0.12218,0.12023,0.11213,0.11004,0.10122,0.10182,0.12743,0.12604,0.12369,0.11538,0.11665,0.13071,0.12227
0.49762,0.18388,0.082738,0,0.53661,0.18939,0.37807,0.5575,0.58168,0.5201,0.43611,0.3365,0.22078,0.090918,0.085814,0.33187,0.38657,0.33758,0.30443,0.26533,0.20232,0.11861,0.20842,0.3238,0.29624,0.27076,0.24813,0.22241,0.19779,0.14751,0.085249,0.24992,0.21785,0.2367,0.22287,0.20593,0.19402,0.177,0.15901,0.14495,0.21601,0.20422,0.20592,0.19962,0.18913,0.17909,0.17087,0.16048,0.15405,0.18979,0.19153,0.18228,0.16813,0.15151,0.18095,0.1587
0.31439,0.25485,0.10853,0.53661,0,0.38429,0.21396,0.2919,0.41977,0.51099,0.58724,0.55756,0.43484,0.17364,0.090324,0.22558,0.30948,0.33915,0.35545,0.34732,0.31404,0.21896,0.15844,0.2444,0.26047,0.26772,0.26418,0.26647,0.25503,0.21561,0.11509,0.20043,0.19087,0.21712,0.21839,0.20977,0.21387,0.20313,0.18917,0.17981,0.18858,0.18909,0.19658,0.19548,0.19389,0.18976,0.18792,0.17596,0.16741,0.16957,0.18202,0.18183,0.16933,0.15357,0.16682,0.15548
0.15325,0.31373,0.22399,0.18939,0.38429,0,0.090241,0.11678,0.15265,0.19676,0.25259,0.31797,0.42687,0.39862,0.20416,0.096479,0.12572,0.15011,0.1732,0.19737,0.23989,0.30702,0.082831,0.106,0.11521,0.12669,0.13368,0.14691,0.16146,0.17808,0.10952,0.097163,0.096851,0.10497,0.11118,0.10946,0.11659,0.12053,0.12272,0.13048,0.090179,0.096182,0.10009,0.10088,0.10346,0.10658,0.10816,0.10559,0.10735,0.088334,0.099007,0.10015,0.09883,0.093487,0.089838,0.090847
0.3545,0.1069,0.095542,0.37807,0.21396,0.090241,0,0.34836,0.31318,0.25744,0.20204,0.15715,0.10525,0.078851,0.1233,0.27035,0.26125,0.20772,0.18041,0.14868,0.114,0.074554,0.218,0.2769,0.22198,0.18451,0.16356,0.14487,0.13075,0.094067,0.073786,0.2292,0.18643,0.1877,0.17394,0.15425,0.14322,0.13181,0.11942,0.10781,0.19499,0.17977,0.17357,0.16365,0.15373,0.14594,0.13636,0.12672,0.12989,0.16818,0.16803,0.15413,0.13972,0.13588,0.15982,0.14238
0.34631,0.11698,0.087289,0.5575,0.2919,0.11678,0.34836,0,0.5592,0.39496,0.29823,0.22424,0.14409,0.074994,0.10531,0.43423,0.4088,0.30458,0.25308,0.20806,0.15316,0.09229,0.22929,0.35735,0.30607,0.25348,0.21826,0.19617,0.16757,0.11852,0.08074,0.25923,0.22405,0.24141,0.21889,0.19694,0.18324,0.16677,0.14855,0.13074,0.22011,0.21413,0.21147,0.20115,0.1854,0.17613,0.16878,0.15743,0.15112,0.19328,0.19311,0.18224,0.1684,0.15484,0.18471,0.16364
0.27065,0.10975,0.084325,0.58168,0.41977,0.15265,0.31318,0.5592,0,0.79088,0.56121,0.40025,0.23256,0.079966,0.094375,0.46329,0.69335,0.56541,0.47091,0.37251,0.25637,0.12327,0.25293,0.50581,0.5057,0.45595,0.39762,0.34424,0.28939,0.18917,0.091933,0.34935,0.31292,0.37676,0.35722,0.32424,0.30542,0.27143,0.23208,0.20128,0.31643,0.31201,0.326,0.31588,0.30357,0.28154,0.26447,0.24201,0.22803,0.27361,0.29165,0.28419,0.25937,0.22689,0.26683,0.23659
0.22497,0.11883,0.077832,0.5201,0.51099,0.19676,0.25744,0.39496,0.79088,0,0.84326,0.57913,0.32873,0.097265,0.084148,0.35823,0.63155,0.70392,0.6379,0.5208,0.35306,0.16826,0.23093,0.46404,0.54281,0.54934,0.50697,0.45546,0.38005,0.24893,0.10855,0.34845,0.32482,0.4087,0.41341,0.38865,0.37219,0.33323,0.28554,0.24818,0.33324,0.3366,0.35948,0.35868,0.35365,0.33307,0.31468,0.2865,0.2654,0.29769,0.3222,0.32316,0.29793,0.25373,0.28765,0.26095
0.19502,0.12785,0.079785,0.43611,0.58724,0.25259,0.20204,0.29823,0.56121,0.84326,0,0.80469,0.44911,0.12417,0.07851,0.27374,0.48178,0.62582,0.67398,0.61632,0.44714,0.21678,0.20171,0.37041,0.45432,0.50602,0.50823,0.49702,0.43025,0.29324,0.11842,0.29951,0.29278,0.36673,0.38349,0.37885,0.38334,0.3491,0.30072,0.26764,0.2974,0.30114,0.33031,0.33822,0.34003,0.33119,0.31882,0.2929,0.26868,0.27181,0.30129,0.3075,0.29207,0.24436,0.2684,0.25143
0.16363,0.13746,0.084828,0.3365,0.55756,0.31797,0.15715,0.22424,0.40025,0.57913,0.80469,0,0.62555,0.166,0.081539,0.21389,0.36064,0.4807,0.56858,0.62132,0.54224,0.28777,0.16171,0.28825,0.35656,0.41306,0.44029,0.4732,0.45319,0.33337,0.12782,0.24794,0.2453,0.29891,0.32621,0.32847,0.34857,0.33291,0.30253,0.28096,0.24912,0.25878,0.27872,0.28962,0.29781,0.29656,0.29663,0.27672,0.2582,0.23138,0.257,0.27081,0.26498,0.22718,0.23133,0.22618
0.12766,0.16476,0.11247,0.22078,0.43484,0.42687,0.10525,0.14409,0.23256,0.32873,0.44911,0.62555,0,0.28737,0.11982,0.13588,0.2065,0.27603,0.33869,0.42253,0.53839,0.43888,0.11229,0.17274,0.2117,0.24921,0.27234,0.31688,0.35564,0.34326,0.14492,0.15587,0.15901,0.18997,0.20515,0.21522,0.23596,0.24451,0.24058,0.2352,0.16203,0.16859,0.18155,0.19154,0.20316,0.20443,0.21388,0.20436,0.19743,0.15715,0.17392,0.18085,0.18393,0.16078,0.15653,0.16154
0.083837,0.24128,0.35607,0.090918,0.17364,0.39862,0.078851,0.074994,0.079966,0.097265,0.12417,0.166,0.28737,0,0.46555,0.075434,0.077755,0.084446,0.093868,0.11423,0.17502,0.36684,0.06977,0.074602,0.075686,0.079631,0.084034,0.092664,0.11079,0.15041,0.11496,0.076665,0.071939,0.076245,0.077154,0.078486,0.080837,0.086015,0.092108,0.098103,0.075708,0.078606,0.078066,0.078312,0.080394,0.079423,0.077689,0.080447,0.081718,0.074357,0.076012,0.077936,0.075755,0.073264,0.076385,0.07789
