0,0.2641,-0.43639,0.54845,0.24291,-0.34932,-0.39797,-0.35793,-0.14866,-0.051252,-0.058511,-0.0043246,0.076204,-0.25634,0.37677,-1.2207,-0.10268,-0.60506,-0.39731,-0.38328,-0.27586,-0.17513,-0.63594,-0.072224,-0.055081,7.2803e-05,0.10429,0.2195,0.0056081,0.019941,0.57064,-0.15963,0.29597,-0.055807,-0.20562,-0.51195,-0.28159,-0.52728,-0.4987,-0.17309,0.084186,-0.02936,-0.015103,-0.054473,0.027576,0.027591,0.028568,0.088772,0.021565,0.016817,0.30976,0.19305,-0.10418,0.11552,0.016306,-0.16157,-0.17166,-0.34031,-0.25897,0.065832,-0.065878,0.041729,-0.038533,-0.011155
0.2641,0,0.10029,0.49432,0.10395,0.0060337,0.03892,-0.098858,-0.44574,-0.34621,-0.056749,0.071772,0.18179,-0.11427,0.45669,-0.41127,0.059622,-0.060618,0.061085,0.033587,0.08657,-0.044741,-0.13062,-0.16045,-0.12652,0.018004,0.10406,0.24972,0.09016,0.015993,0.58714,0.02991,0.36491,0.145,-0.031863,0.0063808,0.14704,-0.088347,-0.070299,0.045552,0.033415,-0.132,-0.074848,-0.062373,0.061693,0.062682,0.0459,0.16915,0.046253,0.10254,0.4091,0.29727,0.065933,0.19436,0.15448,0.044437,0.20484,0.1295,-0.092594,0.22451,-0.21492,-0.0093096,-0.054405,-0.023832
-0.43639,0.10029,0,0.61426,0.35151,-0.090194,-0.075408,-0.070196,-0.055045,0.06764,0.044657,0.057176,0.26767,-0.18699,0.59804,-0.60864,0.095791,-0.29532,-0.16496,-0.14819,-0.016421,0.10921,-0.32244,-0.043295,-0.023702,0.03707,0.131,0.20787,0.14426,-0.0015136,0.71678,-0.025766,0.25647,0.02956,-0.03309,-0.23042,0.029745,-0.22497,-0.17745,0.1167,0.096079,-0.013631,-0.0080448,-0.018758,0.036083,0.039649,0.031259,0.10443,0.054348,0.16055,0.42243,0.25048,-0.064427,0.16007,0.1302,0.010226,0.12804,-0.0057635,-0.1047,0.34658,0.038451,0.022144,-0.023898,-0.020675
0.54845,0.49432,0.61426,0,-0.21102,-0.062796,-0.017332,-0.18401,-0.77773,-0.56454,-0.14799,0.049751,0.045269,-0.12158,0.32381,-0.49873,-0.16487,-0.083401,0.076797,-0.012737,0.036451,-0.097251,-0.17658,-0.25426,-0.24367,-0.028871,0.1107,0.24388,-0.057615,-0.14661,0.47094,0.0040409,0.2481,0.062984,-0.08923,-0.0084245,0.1287,-0.14407,-0.16771,-0.079849,-0.013528,-0.23733,-0.15081,-0.14967,0.073579,0.056632,0.019748,0.11612,-0.079276,-0.00040219,0.40242,0.18119,-0.0051433,0.10231,0.10582,-0.033161,0.17906,0.11323,-0.19378,0.12023,-0.16734,-0.047954,-0.09821,-0.059328
0.24291,0.10395,0.35151,-0.21102,0,-0.0040345,0.063174,-0.011539,-0.31257,-0.19266,0.033529,0.071488,0.16497,-0.11223,0.41548,-0.43146,-0.060078,-0.03619,0.073862,0.023185,0.084326,-0.027838,-0.072894,-0.089267,-0.092734,0.041913,0.15729,0.24727,0.17718,-0.047538,0.61003,0.022512,0.27116,0.092752,-0.018287,0.035294,0.15821,-0.050724,-0.037449,0.10357,0.057046,-0.088187,-0.049633,-0.053447,0.070884,0.059087,0.037264,0.14701,0.03944,0.13104,0.43792,0.27073,-0.040868,0.20735,0.13974,0.013446,0.22534,0.14814,-0.12535,0.27281,0.018421,0.023986,-0.017537,-0.026103
-0.34932,0.0060337,-0.090194,-0.062796,-0.0040345,0,0.075104,0.034359,0.023729,0.15267,0.059189,0.065315,0.31233,-0.10984,0.53605,-0.59327,0.18852,-0.234,-0.056838,-0.061188,0.16353,0.17091,-0.15212,-0.037509,-0.00856,0.049711,0.13415,0.21096,0.21145,-0.0016518,0.72811,0.01264,0.25905,0.037531,0.0074071,-0.095879,0.17717,-0.097689,-0.062334,0.21605,0.098719,-0.0093621,-0.0017273,0.00030702,0.043033,0.043354,0.035776,0.11443,0.068622,0.17389,0.41139,0.30714,-0.062042,0.16964,0.15029,0.055009,0.17039,0.13172,-0.063549,0.37571,0.072777,0.024844,-0.011974,-0.013084
-0.39797,0.03892,-0.075408,-0.017332,0.063174,0.075104,0,-0.015858,0.021159,0.14679,0.057785,0.065186,0.30676,-0.12318,0.53105,-0.61381,0.18025,-0.45576,-0.16613,-0.18362,0.12889,0.15266,-0.22767,-0.038597,-0.012539,0.047431,0.13403,0.21373,0.21096,0.0058816,0.72125,0.0050054,0.20519,0.03806,-0.0094409,-0.24889,0.18469,-0.14526,-0.16879,0.19418,0.097179,-0.010678,-0.0035385,-0.004584,0.042377,0.043745,0.036052,0.11445,0.1217,0.17023,0.41086,0.30507,-0.057671,0.16948,0.14772,0.03849,0.18497,0.12349,-0.081032,0.37985,0.063521,0.024462,-0.0139,-0.014496
-0.35793,-0.098858,-0.070196,-0.18401,-0.011539,0.034359,-0.015858,0,-0.11493,0.032442,0.05644,0.065788,0.26653,-0.12045,0.5532,-0.5274,0.18229,-0.20758,-0.071743,-0.075464,0.081055,0.21961,-0.282,-0.045657,-0.021316,0.046538,0.13454,0.20995,0.21191,0.0031885,0.71824,0.0074444,0.19989,0.040804,-0.0033643,-0.11639,0.1089,-0.17687,-0.15747,0.40736,0.097886,-0.015861,-0.0079186,-0.011521,0.042203,0.044128,0.036033,0.11448,0.069287,0.17293,0.41358,0.30529,-0.11677,0.11974,0.14684,0.042736,0.16106,0.08422,-0.063415,0.56505,0.064474,0.021952,-0.018822,-0.017792
-0.14866,-0.44574,-0.055045,-0.77773,-0.31257,0.023729,0.021159,-0.11493,0,0.31878,0.11366,0.068132,0.34435,-0.11387,0.60925,-0.33525,0.14243,-0.0070024,0.058678,0.075607,0.15198,0.33428,0.034257,-0.072905,-0.012175,0.067517,0.14998,0.20428,0.24472,0.040374,0.8878,0.0034515,0.22368,0.019849,0.014685,0.033878,0.1656,0.065697,0.095564,0.30949,0.1225,-0.02115,-0.022174,-0.01292,0.042831,0.042521,0.038355,0.066577,0.13842,0.20739,0.35521,0.32993,-0.060658,0.18372,0.15122,0.048745,0.20784,0.15321,-0.050682,0.51535,0.15213,0.021841,-0.036631,-0.0051992
-0.051252,-0.34621,0.06764,-0.56454,-0.19266,0.15267,0.14679,0.032442,0.31878,0,-0.051143,0.065256,0.26967,-0.11319,0.53385,-0.367,0.16132,-0.028276,0.049527,0.051027,0.12698,0.14483,-0.043343,-0.24668,-0.22018,0.037707,0.13418,0.20838,0.16302,-0.0022658,0.81014,0.0045,0.2624,0.052736,-0.0091378,0.016592,0.15239,-0.013449,0.030314,0.21698,-0.015231,-0.20248,-0.17065,-0.1672,0.043097,0.04567,0.033787,0.033088,0.063229,0.17019,0.41143,0.30413,-0.10847,0.12596,0.14243,0.036923,0.18818,0.13585,-0.06899,0.34245,-0.048225,-0.10963,-0.1691,-0.031785
